y,x
-222.2234710090982,-5.391842367203444
2680.5500083071433,12.781782507661408
768.9321375177118,6.116726846540567
-1524.077688112179,-15.703777912901497
49.374011963924495,0.2759185439766738
-41.345467930261904,-4.341012735614939
-1856.8603602007142,-21.03759539518146
-113.90693404840275,-1.4054373871722783
-17.735420081393954,2.7984113782817976
3349.2653616600996,14.351676985341015
-1705.2766547426827,-17.514913484887273
-983.5193068767292,-13.192690244035951
468.8337942342843,5.723217769801041
513.3592565604389,6.054908058296531
-1082.5221359694885,-13.385620293502631
-30.016567907505987,1.5878961647152656
1753.1150893221113,10.574631518987262
-67.65542703583009,-4.320602038215114
-276.4637178494204,-4.919252110236903
1363.3322627523405,8.672777749949923
1158.1102435211517,7.713283630870288
54.96059002817883,-2.607339055775316
-201.18899932569292,-6.059912528598487
4720.319856537181,17.080118786649486
-41.14167097878538,-2.1298691304040496
-16.708299031894065,-1.8997439116454216
379.69369077302565,4.973020208050884
-889.9664748579755,-11.021360865962544
-272.15446267963466,-7.269682643124144
1270.093353011714,9.201775956948431
87.8949961605184,0.15234447440946441
-1878.5559945815478,-21.407827903728215
-3.851107569082254,0.21194651364883121
-1969.6922016017452,-17.456576847082673
-340.6970282674302,-7.634395017834949
-1085.567112201,-12.850592881971064
171.34110199460156,-1.5871915732019461
-1250.9767387995091,-14.878642144425438
-73.11402793859578,-1.2380891346462344
4489.820919651268,16.943009335924522
-292.12318140331894,-7.117233393325112
2168.2361525595807,11.402283627680816
811.4231855773121,6.993841804384733
264.7282424765335,2.296592411749937
-508.0177831927107,-10.111745304592489
-1080.4514469192852,-12.044118572832188
138.41112834137837,-1.1307118227501185
-361.6731292544504,-8.50090949926829
2378.71207302639,11.99423617867592
-1603.2149640154705,-15.21349682433484
-413.076195681454,-8.65307881135981
1463.449313076886,9.408033804016886
1433.7326287219767,9.421494845888589
396.04428891853746,3.943462865271888
804.3891545436154,6.700424341418515
-1790.4633965609596,-17.403447484630817
-464.9432312384522,-10.287617815375896
-1757.4183752542813,-16.560926188521435
-1296.3566039129587,-14.35702943245345
-67.49479157595027,-1.9828620297334247
396.4495109290035,5.056956842242183
-593.8511474630525,-8.880650331926779
-48.10123920367158,-2.145044972031178
-112.66013642189459,-2.9150294357853914
457.48106045688843,4.747540644364837
82.92109013158202,1.1452673973239351
5184.125410344536,18.38980099945188
1049.4499463860018,7.865924951840892
60.518792382782294,3.7942919536677406
-81.31703637021458,1.721786158525032
-268.43067167098667,-6.000996378394549
3005.75526155889,13.621251753447595
-487.23659777714073,-9.916384865133075
-761.7938472056896,-11.03973428320395
724.2751048622081,7.017757803610211
470.9566049090174,5.879033357087901
-673.6893846307735,-9.55919090934194
-55.84352874379651,-2.1316531536647525
3204.8699237901264,14.518889181057244
2855.536424520398,12.73391741274239
-733.2075624180677,-24.745735658674285
-174.5668668767661,-4.640042351999611
-796.6124456416801,-12.085977911204441
191.0669505754251,-1.959903630798583
-1376.3141747147358,-14.66862585808364
-8.114673846174483,1.41649373641562
-317.4884921756494,-2.34697856004899
123.33484440046453,3.218661734182527
-1912.7857114399228,-19.90593780413031
1263.3814814897714,8.875668420219283
-493.2523734827363,-6.245282185724636
52.092786082799364,2.1752127448718745
-2025.754680680177,-17.307091417361914
395.3376946606761,3.946783186162085
-1016.1129292553541,-12.628419215555624
461.3070583303979,4.962807785664928
287.0339401313508,5.58697133330341
-1380.4602359619655,-14.259917887717997
3339.2538557119206,29.792812062803172
108.68343252843343,-0.46816645761291165
983.1330703382173,7.441455981475009
-616.3856163321242,-11.294766263858698
-162.2032575548404,0.09164703175441691
404.28607462882724,3.852017742788398
2334.7225916228513,11.92415173607451
-225.49541162309714,-4.5015302967577195
-1161.4835846136425,-13.782641894388963
1.9769209461963015,1.8797428598046073
-158.28491823059835,-5.097259018144921
-31.7921189540307,-3.575791415557304
6860.993189711196,25.21457527106924
-151.47123142771412,-4.126961041565428
